"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"208","3-phenylpropanoate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"209","3-phosphoinositide biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"210","3-phosphoinositide degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"211","3-Sulfopropanediol Degradation (3 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"212","3-sulfopropanediol degradation I","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"213","3-sulfopropanediol degradation II","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"214","3-sulfopropanediol degradation III","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"215","3 Chlorotoluene Degradation (2 instances)","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"216","3,3'-disulfanediyldipropannoate degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"217","3,3'-thiodipropanoate degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"218","3,4-dichlorobenzoate degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"219","3,4-dichlorotoluene degradation","Chlorotoluene Degradation (5 instances)","Chlorotoluene Degradation (5 instances)",NA,NA,NA,NA,NA
"220","3,4-dihydroxymandelonitrile beta-D-glucose biosynthesis","Nitrogen-Containing Glucoside Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"221","3,4,6-trichlorocatechol degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"222","3,5-dichlorocatechol degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"223","3,5-dimethoxytoluene biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"224","3,5,6-trichloro-2-pyridinol degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"225","3,6-anhydro-alpha-L-galactopyranose degradation","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"226","3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)","Chlorophyll Biosynthesis (15 instances)",NA,NA,NA,NA,NA,NA
"227","3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)","Chlorophyll Biosynthesis (15 instances)",NA,NA,NA,NA,NA,NA
"228","3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)","Chlorophyll Biosynthesis (15 instances)",NA,NA,NA,NA,NA,NA
"229","3beta-hydroxysesquiterpene lactone biosynthesis","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA,NA
"230","3PG-factor 420 biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"231","4'-methoxyviridicatin biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"232","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)","Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"233","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"234","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"235","4-amino-3-hydroxybenzoate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"236","4-Aminobenzoate Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"237","4-aminobenzoate biosynthesis I","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"238","4-aminobenzoate biosynthesis II","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"239","4-aminobenzoate biosynthesis III","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"240","4-Aminobutanoate Degradation (7 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"241","4-aminobutanoate degradation I","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"242","4-aminobutanoate degradation II","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"243","4-aminobutanoate degradation III","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"244","4-aminobutanoate degradation IV","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"245","4-aminobutanoate degradation V","Amine and Polyamine Degradation (62 instances)","Fermentation to Short-Chain Fatty Acids (40 instances)",NA,NA,NA,NA,NA
"246","4-aminophenol degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"247","4-chloro-2-methylphenoxyacetate degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"248","4-chlorobenzoate degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"249","4-chlorocatechol degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"250","4-chloronitrobenzene degradation","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"251","4-coumarate degradation (aerobic)","Phenolic Compound Degradation (27 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA
"252","4-coumarate degradation (anaerobic)","Phenolic Compound Degradation (27 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA
"253","4-deoxy-L-threo-hex-4-enopyranuronate degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"254","4-ethylphenol degradation (anaerobic)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"255","4-hydroxy-2-nonenal detoxification",NA,NA,NA,NA,NA,NA,NA
"256","4-hydroxy-2(1H)-quinolone biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"257","4-hydroxy-3-prenylbenzoate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"258","4-hydroxy-4-methyl-L-glutamate biosynthesis","Amino Acid Biosynthesis (124 instances)",NA,NA,NA,NA,NA,NA
"259","4-hydroxyacetophenone degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"260","4-Hydroxybenzoate Biosynthesis (4 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"261","4-hydroxybenzoate biosynthesis I (eukaryotes)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"262","4-hydroxybenzoate biosynthesis II (bacteria)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"263","4-hydroxybenzoate biosynthesis III (plants)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"264","4-hydroxybenzoate biosynthesis IV (plants)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"265","4-hydroxycoumarin and dicoumarol biosynthesis","Toxin Biosynthesis (205 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"266","4-hydroxyindole-3-carbonyl nitrile biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"267","4-hydroxymandelate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"268","4-hydroxyphenylacetate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"269","4-methylcatechol degradation (ortho cleavage)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"270","4-methylphenol degradation to protocatechuate","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"271","4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"272","4-nitrobenzoate degradation","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"273","4-Nitrophenol Degradation (2 instances)","Nitroaromatic Compound Degradation (20 instances)","Phenolic Compound Degradation (27 instances)",NA,NA,NA,NA,NA
"274","4-nitrophenol degradation I","Nitrophenol Degradation (4 instances)","Nitrophenol Degradation (4 instances)",NA,NA,NA,NA,NA
"275","4-nitrophenol degradation II","Nitrophenol Degradation (4 instances)","Nitrophenol Degradation (4 instances)",NA,NA,NA,NA,NA
"276","4-Nitrotoluene Degradation (2 instances)","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"277","4-nitrotoluene degradation I","Nitrotoluene Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"278","4-nitrotoluene degradation II","Nitrotoluene Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"279","4-oxopentanoate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"280","4-sulfocatechol degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"281","4-toluenecarboxylate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"282","4-Toluenesulfonate Degradation (2 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"283","4-toluenesulfonate degradation I","Sulfoaromatic Compound Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"284","4-toluenesulfonate degradation II","Sulfoaromatic Compound Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"285","4,4'-diapolycopenedioate biosynthesis","Carotenoid Biosynthesis (43 instances)","Triterpenoid Biosynthesis (32 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA
"286","4,4'-disulfanediyldibutanoate degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"287","4,5-dichlorocatechol degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"288","5'-Deoxyadenosine Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"289","5'-deoxyadenosine degradation I","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA
"290","5'-deoxyadenosine degradation II","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA
"291","5-(methoxycarbonylmethoxy)uridine biosynthesis","Macromolecule Modification (64 instances)",NA,NA,NA,NA,NA,NA
"292","5-Aminoimidazole Ribonucleotide Biosynthesis (3 instances)","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"293","5-aminoimidazole ribonucleotide biosynthesis I","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"294","5-aminoimidazole ribonucleotide biosynthesis II","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"295","5-chloro-3-methyl-catechol degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"296","5-deoxystrigol biosynthesis","Hormone Biosynthesis (68 instances)",NA,NA,NA,NA,NA,NA
"297","5-hexynoate biosynthesis","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"298","5-hydroxybenzimidazole biosynthesis (anaerobic)","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"299","5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"300","5-hydroxymethylfurfural degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"301","5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic)","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"302","5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"303","5-methoxybenzimidazole biosynthesis (anaerobic)","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"304","5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"305","5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"306","5-N-acetylardeemin biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"307","5-nitroanthranilate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"308","5-oxo-L-proline metabolism","Macromolecule Modification (64 instances)",NA,NA,NA,NA,NA,NA
"309","5,5'-dehydrodivanillate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"310","5,6-Dimethylbenzimidazole Biosynthesis (2 instances)","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"311","5,6-dimethylbenzimidazole biosynthesis I (aerobic)","Cobamide Lower Ligand Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"312","5,6-dimethylbenzimidazole biosynthesis II (anaerobic)","Cobamide Lower Ligand Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"313","6'-dechloromelleolide F biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"314","6'-deoxychalcone metabolism","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"315","6-diazo-5-oxo-L-norleucine biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"316","6-gingerol analog biosynthesis (engineered)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"317","6-gingerol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"318","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"319","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","Folate Biosynthesis (14 instances)","Folate Biosynthesis (14 instances)",NA,NA,NA,NA,NA
"320","6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)","Folate Biosynthesis (14 instances)","Folate Biosynthesis (14 instances)",NA,NA,NA,NA,NA
"321","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","Folate Biosynthesis (14 instances)","Folate Biosynthesis (14 instances)",NA,NA,NA,NA,NA
"322","6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)","Folate Biosynthesis (14 instances)","Folate Biosynthesis (14 instances)",NA,NA,NA,NA,NA
"323","6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)","Folate Biosynthesis (14 instances)","Folate Biosynthesis (14 instances)",NA,NA,NA,NA,NA
"324","6-methoxymellein biosynthesis","Phytoalexin Biosynthesis (38 instances)","Phenylpropanoid Derivative Biosynthesis (211 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA
"325","6-methoxypodophyllotoxin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"326","6-methylpretetramide biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"327","6,7,4'-trihydroxyisoflavone biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"328","7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","Macromolecule Modification (64 instances)",NA,NA,NA,NA,NA,NA
"329","7-dehydroporiferasterol biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"330","8-Amino-7-oxononanoate Biosynthesis (4 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"331","8-amino-7-oxononanoate biosynthesis I","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"332","8-amino-7-oxononanoate biosynthesis II","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"333","8-amino-7-oxononanoate biosynthesis III","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"334","8-amino-7-oxononanoate biosynthesis IV","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"335","8-methylmenaquinone biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"336","8-O-methylated benzoxazinoid glucoside biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"337","8-O-methylfusarubin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"338","8-oxo-(d)GTP detoxification I","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"339","8-oxo-(d)GTP detoxification II","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"340","8-oxo-GTP and 8-oxo-dGTP Detoxification (2 instances)",NA,NA,NA,NA,NA,NA,NA
"341","9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"342","9-decynoate biosynthesis","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"343","9-lipoxygenase and 9-allene oxide synthase pathway","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"344","9-lipoxygenase and 9-hydroperoxide lyase pathway","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"345","A-factor gamma-butyrolactone biosynthesis","Hormone Biosynthesis (68 instances)",NA,NA,NA,NA,NA,NA
"346","A series fagopyritols biosynthesis","Sugar Derivative Degradation (56 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"347","ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide","Glycan Biosynthesis (99 instances)","Glycan Biosynthesis (99 instances)","Protein Modification (41 instances)",NA,NA,NA,NA
"348","ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide","Glycan Biosynthesis (99 instances)","Glycan Biosynthesis (99 instances)","Protein Modification (41 instances)",NA,NA,NA,NA
"349","abietic acid biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"350","abscisic acid biosynthesis","Plant Hormone Biosynthesis (37 instances)","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA
"351","Abscisic Acid Biosynthesis (2 instances)","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"352","abscisic acid biosynthesis shunt","Plant Hormone Biosynthesis (37 instances)","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA
"353","Abscisic Acid Degradation (4 instances)","Hormone Degradation (20 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA
"354","abscisic acid degradation by glucosylation","Plant Hormone Degradation (11 instances)","Sesquiterpenoid Degradation (5 instances)","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA
"355","abscisic acid degradation to 7'-hydroxyabscisate","Plant Hormone Degradation (11 instances)","Sesquiterpenoid Degradation (5 instances)",NA,NA,NA,NA,NA
"356","abscisic acid degradation to neophaseic acid","Plant Hormone Degradation (11 instances)","Sesquiterpenoid Degradation (5 instances)",NA,NA,NA,NA,NA
"357","abscisic acid degradation to phaseic acid","Plant Hormone Degradation (11 instances)","Sesquiterpenoid Degradation (5 instances)",NA,NA,NA,NA,NA
"358","Abscisic acid derivative Biosynthesis (0 instances)","Plant Hormone Biosynthesis (37 instances)","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA
"359","Ac/N-end rule pathway",NA,"Macromolecule Modification (64 instances)",NA,NA,NA,NA,NA
"360","acacetin biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"361","Acetaldehyde Biosynthesis (2 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"362","acetaldehyde biosynthesis I","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"363","acetaldehyde biosynthesis II","Carbohydrate Biosynthesis (228 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"364","acetan biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA,NA
