"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"220","3,4-dihydroxymandelonitrile beta-D-glucose biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"221","3,4,6-trichlorocatechol degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"222","3,5-dichlorocatechol degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"223","3,5-dimethoxytoluene biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"224","3,5,6-trichloro-2-pyridinol degradation","Degradation/Utilization/Assimilation (1104 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"225","3,6-anhydro-alpha-L-galactopyranose degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"226","3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)","Porphyrin Compound Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"227","3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)","Porphyrin Compound Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"228","3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)","Porphyrin Compound Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"229","3beta-hydroxysesquiterpene lactone biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"230","3PG-factor 420 biosynthesis","Carrier Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"231","4'-methoxyviridicatin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"232","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA
"233","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I","Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"234","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"235","4-amino-3-hydroxybenzoate degradation",NA,NA,NA,NA,NA,NA,NA
"236","4-Aminobenzoate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA,NA
"237","4-aminobenzoate biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"238","4-aminobenzoate biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"239","4-aminobenzoate biosynthesis III","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"240","4-Aminobutanoate Degradation (7 instances)",NA,NA,NA,NA,NA,NA,NA
"241","4-aminobutanoate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"242","4-aminobutanoate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"243","4-aminobutanoate degradation III","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"244","4-aminobutanoate degradation IV","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"245","4-aminobutanoate degradation V","Degradation/Utilization/Assimilation (1104 instances)","Fermentation (81 instances)",NA,NA,NA,NA,NA
"246","4-aminophenol degradation",NA,NA,NA,NA,NA,NA,NA
"247","4-chloro-2-methylphenoxyacetate degradation","Degradation/Utilization/Assimilation (1104 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"248","4-chlorobenzoate degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"249","4-chlorocatechol degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"250","4-chloronitrobenzene degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"251","4-coumarate degradation (aerobic)","Aromatic Compound Degradation (227 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"252","4-coumarate degradation (anaerobic)","Aromatic Compound Degradation (227 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"253","4-deoxy-L-threo-hex-4-enopyranuronate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"254","4-ethylphenol degradation (anaerobic)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"255","4-hydroxy-2-nonenal detoxification",NA,NA,NA,NA,NA,NA,NA
"256","4-hydroxy-2(1H)-quinolone biosynthesis",NA,NA,NA,NA,NA,NA,NA
"257","4-hydroxy-3-prenylbenzoate biosynthesis",NA,NA,NA,NA,NA,NA,NA
"258","4-hydroxy-4-methyl-L-glutamate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"259","4-hydroxyacetophenone degradation",NA,NA,NA,NA,NA,NA,NA
"260","4-Hydroxybenzoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA,NA
"261","4-hydroxybenzoate biosynthesis I (eukaryotes)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"262","4-hydroxybenzoate biosynthesis II (bacteria)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"263","4-hydroxybenzoate biosynthesis III (plants)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"264","4-hydroxybenzoate biosynthesis IV (plants)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"265","4-hydroxycoumarin and dicoumarol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"266","4-hydroxyindole-3-carbonyl nitrile biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"267","4-hydroxymandelate degradation",NA,NA,NA,NA,NA,NA,NA
"268","4-hydroxyphenylacetate degradation",NA,NA,NA,NA,NA,NA,NA
"269","4-methylcatechol degradation (ortho cleavage)",NA,NA,NA,NA,NA,NA,NA
"270","4-methylphenol degradation to protocatechuate","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"271","4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"272","4-nitrobenzoate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"273","4-Nitrophenol Degradation (2 instances)","Aromatic Compound Degradation (227 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"274","4-nitrophenol degradation I","Nitroaromatic Compound Degradation (20 instances)","Phenolic Compound Degradation (27 instances)",NA,NA,NA,NA,NA
"275","4-nitrophenol degradation II","Nitroaromatic Compound Degradation (20 instances)","Phenolic Compound Degradation (27 instances)",NA,NA,NA,NA,NA
"276","4-Nitrotoluene Degradation (2 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"277","4-nitrotoluene degradation I","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"278","4-nitrotoluene degradation II","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"279","4-oxopentanoate degradation",NA,NA,NA,NA,NA,NA,NA
"280","4-sulfocatechol degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"281","4-toluenecarboxylate degradation",NA,NA,NA,NA,NA,NA,NA
"282","4-Toluenesulfonate Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"283","4-toluenesulfonate degradation I","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"284","4-toluenesulfonate degradation II","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"285","4,4'-diapolycopenedioate biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA
"286","4,4'-disulfanediyldibutanoate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"287","4,5-dichlorocatechol degradation","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"288","5'-Deoxyadenosine Degradation (2 instances)",NA,NA,NA,NA,NA,NA,NA
"289","5'-deoxyadenosine degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"290","5'-deoxyadenosine degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"291","5-(methoxycarbonylmethoxy)uridine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"292","5-Aminoimidazole Ribonucleotide Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"293","5-aminoimidazole ribonucleotide biosynthesis I","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"294","5-aminoimidazole ribonucleotide biosynthesis II","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"295","5-chloro-3-methyl-catechol degradation","Degradation/Utilization/Assimilation (1104 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"296","5-deoxystrigol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"297","5-hexynoate biosynthesis","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"298","5-hydroxybenzimidazole biosynthesis (anaerobic)","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"299","5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"300","5-hydroxymethylfurfural degradation",NA,NA,NA,NA,NA,NA,NA
"301","5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic)","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"302","5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"303","5-methoxybenzimidazole biosynthesis (anaerobic)","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"304","5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"305","5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"306","5-N-acetylardeemin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"307","5-nitroanthranilate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"308","5-oxo-L-proline metabolism",NA,NA,NA,NA,NA,NA,NA
"309","5,5'-dehydrodivanillate degradation",NA,NA,NA,NA,NA,NA,NA
"310","5,6-Dimethylbenzimidazole Biosynthesis (2 instances)","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"311","5,6-dimethylbenzimidazole biosynthesis I (aerobic)","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"312","5,6-dimethylbenzimidazole biosynthesis II (anaerobic)","Cobamide de novo Biosynthesis (21 instances)",NA,NA,NA,NA,NA,NA
"313","6'-dechloromelleolide F biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"314","6'-deoxychalcone metabolism","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"315","6-diazo-5-oxo-L-norleucine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"316","6-gingerol analog biosynthesis (engineered)",NA,NA,NA,NA,NA,NA,NA
"317","6-gingerol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"318","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","Carrier Biosynthesis (137 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA
"319","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"320","6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"321","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"322","6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"323","6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"324","6-methoxymellein biosynthesis","Toxin Biosynthesis (205 instances)","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA
"325","6-methoxypodophyllotoxin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"326","6-methylpretetramide biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"327","6,7,4'-trihydroxyisoflavone biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"328","7-(3-amino-3-carboxypropyl)-wyosine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"329","7-dehydroporiferasterol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"330","8-Amino-7-oxononanoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA,NA
"331","8-amino-7-oxononanoate biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"332","8-amino-7-oxononanoate biosynthesis II","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"333","8-amino-7-oxononanoate biosynthesis III","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"334","8-amino-7-oxononanoate biosynthesis IV","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"335","8-methylmenaquinone biosynthesis","Carrier Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"336","8-O-methylated benzoxazinoid glucoside biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"337","8-O-methylfusarubin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"338","8-oxo-(d)GTP detoxification I",NA,NA,NA,NA,NA,NA,NA
"339","8-oxo-(d)GTP detoxification II",NA,NA,NA,NA,NA,NA,NA
"340","8-oxo-GTP and 8-oxo-dGTP Detoxification (2 instances)",NA,NA,NA,NA,NA,NA,NA
"341","9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"342","9-decynoate biosynthesis","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"343","9-lipoxygenase and 9-allene oxide synthase pathway","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"344","9-lipoxygenase and 9-hydroperoxide lyase pathway","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"345","A-factor gamma-butyrolactone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"346","A series fagopyritols biosynthesis","Secondary Metabolite Degradation (127 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"347","ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide","Carbohydrate Biosynthesis (228 instances)","Glycan Pathways (121 instances)","Macromolecule Modification (64 instances)",NA,NA,NA,NA
"348","ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide","Carbohydrate Biosynthesis (228 instances)","Glycan Pathways (121 instances)","Macromolecule Modification (64 instances)",NA,NA,NA,NA
"349","abietic acid biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"350","abscisic acid biosynthesis","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"351","Abscisic Acid Biosynthesis (2 instances)","Secondary Metabolite Biosynthesis (911 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"352","abscisic acid biosynthesis shunt","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"353","Abscisic Acid Degradation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA
"354","abscisic acid degradation by glucosylation","Hormone Degradation (20 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA
"355","abscisic acid degradation to 7'-hydroxyabscisate","Hormone Degradation (20 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA
"356","abscisic acid degradation to neophaseic acid","Hormone Degradation (20 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA
"357","abscisic acid degradation to phaseic acid","Hormone Degradation (20 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA
"358","Abscisic acid derivative Biosynthesis (0 instances)","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"359","Ac/N-end rule pathway",NA,NA,NA,NA,NA,NA,NA
"360","acacetin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"361","Acetaldehyde Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA,NA
"362","acetaldehyde biosynthesis I","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"363","acetaldehyde biosynthesis II","Biosynthesis (1993 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"364","acetan biosynthesis","Carbohydrate Biosynthesis (228 instances)","Biosynthesis (1993 instances)","Glycan Pathways (121 instances)",NA,NA,NA,NA
"365","acetate and ATP formation from acetyl-CoA I","Degradation/Utilization/Assimilation (1104 instances)","Fermentation (81 instances)",NA,NA,NA,NA,NA
"366","acetate and ATP formation from acetyl-CoA II","Degradation/Utilization/Assimilation (1104 instances)","Fermentation (81 instances)",NA,NA,NA,NA,NA
"367","acetate conversion to acetyl-CoA",NA,NA,NA,NA,NA,NA,NA
"368","acetate formation from acetyl-CoA (succinate)","Degradation/Utilization/Assimilation (1104 instances)","Fermentation (81 instances)",NA,NA,NA,NA,NA
"369","acetoacetate degradation (to acetyl CoA)",NA,NA,NA,NA,NA,NA,NA
"370","acetoin degradation",NA,NA,NA,NA,NA,NA,NA
"371","Acetone Degradation (3 instances)",NA,NA,NA,NA,NA,NA,NA
"372","acetone degradation I (to methylglyoxal)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"373","acetone degradation II (to acetoacetate)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"374","acetone degradation III (to propane-1,2-diol)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"375","Acetyl-CoA Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA,NA
"376","acetyl-CoA biosynthesis from citrate",NA,NA,NA,NA,NA,NA,NA
"377","acetyl-CoA fermentation to butanoate","Fermentation (81 instances)",NA,NA,NA,NA,NA,NA
"378","acetylaszonalenin biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"379","acetylene degradation (anaerobic)","Degradation/Utilization/Assimilation (1104 instances)","Fermentation (81 instances)","Fermentation (81 instances)","Fermentation (81 instances)",NA,NA,NA
"380","achromobactin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"381","Acid Resistance (4 instances)",NA,NA,NA,NA,NA,NA,NA
"382","acinetobactin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"383","acinetoferrin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"384","aclacinomycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"385","acridone alkaloid biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"386","Acrylate Degradation (2 instances)",NA,NA,NA,NA,NA,NA,NA
"387","acrylate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"388","acrylate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"389","Acrylonitrile Degradation (3 instances)",NA,NA,NA,NA,NA,NA,NA
"390","acrylonitrile degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"391","acrylonitrile degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"392","actinomycin D biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
