"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"207","3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate","Phenolic Compound Degradation (27 instances)",NA,NA,NA,NA,NA,NA
"208","3-phenylpropanoate degradation","Phenolic Compound Degradation (27 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"209","3-phosphoinositide biosynthesis","Phospholipid Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"210","3-phosphoinositide degradation","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"211","3-Sulfopropanediol Degradation (3 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"212","3-sulfopropanediol degradation I","3-Sulfopropanediol Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"213","3-sulfopropanediol degradation II","3-Sulfopropanediol Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"214","3-sulfopropanediol degradation III","3-Sulfopropanediol Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"215","3 Chlorotoluene Degradation (2 instances)","Chlorotoluene Degradation (5 instances)","Chlorotoluene Degradation (5 instances)",NA,NA,NA,NA,NA
"216","3,3'-disulfanediyldipropannoate degradation","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"217","3,3'-thiodipropanoate degradation","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"218","3,4-dichlorobenzoate degradation","Chlorobenzoate Degradation (6 instances)","Chlorobenzoate Degradation (6 instances)",NA,NA,NA,NA,NA
"219","3,4-dichlorotoluene degradation","Dichlorotoluene Degradation (3 instances)","Dichlorotoluene Degradation (3 instances)",NA,NA,NA,NA,NA
"220","3,4-dihydroxymandelonitrile beta-D-glucose biosynthesis","Cyanogenic Glucoside Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"221","3,4,6-trichlorocatechol degradation","Chlorocatechol Degradation (7 instances)","Chlorocatechol Degradation (7 instances)",NA,NA,NA,NA,NA
"222","3,5-dichlorocatechol degradation","Chlorocatechol Degradation (7 instances)","Chlorocatechol Degradation (7 instances)",NA,NA,NA,NA,NA
"223","3,5-dimethoxytoluene biosynthesis","Aroma Compound Biosynthesis (13 instances)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA
"224","3,5,6-trichloro-2-pyridinol degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"225","3,6-anhydro-alpha-L-galactopyranose degradation","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"226","3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)","Chlorophyllide a Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"227","3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)","Chlorophyllide a Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"228","3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)","Chlorophyllide a Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"229","3beta-hydroxysesquiterpene lactone biosynthesis","Sesquiterpene Lactone Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"230","3PG-factor 420 biosynthesis","Factor 420 Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"231","4'-methoxyviridicatin biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"232","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"233","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)",NA,NA,NA,NA,NA
"234","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (2 instances)",NA,NA,NA,NA,NA
"235","4-amino-3-hydroxybenzoate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"236","4-Aminobenzoate Biosynthesis (3 instances)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"237","4-aminobenzoate biosynthesis I","4-Aminobenzoate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"238","4-aminobenzoate biosynthesis II","4-Aminobenzoate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"239","4-aminobenzoate biosynthesis III","4-Aminobenzoate Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"240","4-Aminobutanoate Degradation (7 instances)","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"241","4-aminobutanoate degradation I","4-Aminobutanoate Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"242","4-aminobutanoate degradation II","4-Aminobutanoate Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"243","4-aminobutanoate degradation III","4-Aminobutanoate Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"244","4-aminobutanoate degradation IV","4-Aminobutanoate Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"245","4-aminobutanoate degradation V","4-Aminobutanoate Degradation (7 instances)","Fermentation to Butanoate (8 instances)",NA,NA,NA,NA,NA
"246","4-aminophenol degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"247","4-chloro-2-methylphenoxyacetate degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"248","4-chlorobenzoate degradation","Chlorobenzoate Degradation (6 instances)","Chlorobenzoate Degradation (6 instances)",NA,NA,NA,NA,NA
"249","4-chlorocatechol degradation","Chlorocatechol Degradation (7 instances)","Chlorocatechol Degradation (7 instances)",NA,NA,NA,NA,NA
"250","4-chloronitrobenzene degradation","Nitrobenzene Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"251","4-coumarate degradation (aerobic)","Phenylpropanoid Derivative Degradation (10 instances)","Phenylpropanoid Derivative Degradation (10 instances)",NA,NA,NA,NA,NA
"252","4-coumarate degradation (anaerobic)","Phenylpropanoid Derivative Degradation (10 instances)","Phenylpropanoid Derivative Degradation (10 instances)",NA,NA,NA,NA,NA
"253","4-deoxy-L-threo-hex-4-enopyranuronate degradation","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"254","4-ethylphenol degradation (anaerobic)","Phenolic Compound Degradation (27 instances)",NA,NA,NA,NA,NA,NA
"255","4-hydroxy-2-nonenal detoxification","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"256","4-hydroxy-2(1H)-quinolone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"257","4-hydroxy-3-prenylbenzoate biosynthesis","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"258","4-hydroxy-4-methyl-L-glutamate biosynthesis","Other Amino Acid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"259","4-hydroxyacetophenone degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"260","4-Hydroxybenzoate Biosynthesis (4 instances)","Aromatic Compound Biosynthesis (51 instances)",NA,NA,NA,NA,NA,NA
"261","4-hydroxybenzoate biosynthesis I (eukaryotes)","4-Hydroxybenzoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"262","4-hydroxybenzoate biosynthesis II (bacteria)","4-Hydroxybenzoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"263","4-hydroxybenzoate biosynthesis III (plants)","4-Hydroxybenzoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"264","4-hydroxybenzoate biosynthesis IV (plants)","4-Hydroxybenzoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"265","4-hydroxycoumarin and dicoumarol biosynthesis","Phytoalexin Biosynthesis (38 instances)","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA
"266","4-hydroxyindole-3-carbonyl nitrile biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"267","4-hydroxymandelate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"268","4-hydroxyphenylacetate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"269","4-methylcatechol degradation (ortho cleavage)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"270","4-methylphenol degradation to protocatechuate","Toluene Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"271","4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Adenosylcobamide Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"272","4-nitrobenzoate degradation","Nitrobenzoate Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"273","4-Nitrophenol Degradation (2 instances)","Nitrophenol Degradation (4 instances)","Nitrophenol Degradation (4 instances)",NA,NA,NA,NA,NA
"274","4-nitrophenol degradation I","4-Nitrophenol Degradation (2 instances)","4-Nitrophenol Degradation (2 instances)",NA,NA,NA,NA,NA
"275","4-nitrophenol degradation II","4-Nitrophenol Degradation (2 instances)","4-Nitrophenol Degradation (2 instances)",NA,NA,NA,NA,NA
"276","4-Nitrotoluene Degradation (2 instances)","Nitrotoluene Degradation (4 instances)",NA,NA,NA,NA,NA,NA
"277","4-nitrotoluene degradation I","4-Nitrotoluene Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"278","4-nitrotoluene degradation II","4-Nitrotoluene Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"279","4-oxopentanoate degradation","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"280","4-sulfocatechol degradation","Sulfoaromatic Compound Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"281","4-toluenecarboxylate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"282","4-Toluenesulfonate Degradation (2 instances)","Sulfoaromatic Compound Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"283","4-toluenesulfonate degradation I","4-Toluenesulfonate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"284","4-toluenesulfonate degradation II","4-Toluenesulfonate Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"285","4,4'-diapolycopenedioate biosynthesis","C30 Carotenoid Biosynthesis (2 instances)","C30 Carotenoid Biosynthesis (2 instances)","Triterpenoid Biosynthesis (32 instances)",NA,NA,NA,NA
"286","4,4'-disulfanediyldibutanoate degradation","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"287","4,5-dichlorocatechol degradation","Chlorocatechol Degradation (7 instances)","Chlorocatechol Degradation (7 instances)",NA,NA,NA,NA,NA
"288","5'-Deoxyadenosine Degradation (2 instances)","Nucleoside and Nucleotide Degradation (40 instances)",NA,NA,NA,NA,NA,NA
"289","5'-deoxyadenosine degradation I","5'-Deoxyadenosine Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"290","5'-deoxyadenosine degradation II","5'-Deoxyadenosine Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"291","5-(methoxycarbonylmethoxy)uridine biosynthesis","Nucleic Acid Processing (21 instances)",NA,NA,NA,NA,NA,NA
"292","5-Aminoimidazole Ribonucleotide Biosynthesis (3 instances)","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA,NA
"293","5-aminoimidazole ribonucleotide biosynthesis I","5-Aminoimidazole Ribonucleotide Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"294","5-aminoimidazole ribonucleotide biosynthesis II","5-Aminoimidazole Ribonucleotide Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"295","5-chloro-3-methyl-catechol degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"296","5-deoxystrigol biosynthesis","Plant Hormone Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"297","5-hexynoate biosynthesis","Fatty Acid Containing acetylenic bond Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"298","5-hydroxybenzimidazole biosynthesis (anaerobic)","Cobamide Lower Ligand Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"299","5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Adenosylcobamide Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"300","5-hydroxymethylfurfural degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"301","5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic)","Cobamide Lower Ligand Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"302","5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Adenosylcobamide Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"303","5-methoxybenzimidazole biosynthesis (anaerobic)","Cobamide Lower Ligand Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"304","5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Adenosylcobamide Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"305","5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP","Adenosylcobamide Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"306","5-N-acetylardeemin biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"307","5-nitroanthranilate degradation","Nitroaromatic Compound Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"308","5-oxo-L-proline metabolism","Protein Modification (41 instances)",NA,NA,NA,NA,NA,NA
"309","5,5'-dehydrodivanillate degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"310","5,6-Dimethylbenzimidazole Biosynthesis (2 instances)","Cobamide Lower Ligand Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"311","5,6-dimethylbenzimidazole biosynthesis I (aerobic)","5,6-Dimethylbenzimidazole Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"312","5,6-dimethylbenzimidazole biosynthesis II (anaerobic)","5,6-Dimethylbenzimidazole Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"313","6'-dechloromelleolide F biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"314","6'-deoxychalcone metabolism","Chalcone Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"315","6-diazo-5-oxo-L-norleucine biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"316","6-gingerol analog biosynthesis (engineered)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"317","6-gingerol biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"318","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","Folate Biosynthesis (14 instances)","Folate Biosynthesis (14 instances)",NA,NA,NA,NA,NA
"319","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"320","6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"321","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"322","6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"323","6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)","6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"324","6-methoxymellein biosynthesis","Coumarin Phytoalexin Biosynthesis (1 instances)","Coumarins Biosynthesis (14 instances)","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA
"325","6-methoxypodophyllotoxin biosynthesis","Lignan Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"326","6-methylpretetramide biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"327","6,7,4'-trihydroxyisoflavone biosynthesis","Isoflavonoid Biosynthesis (31 instances)",NA,NA,NA,NA,NA,NA
"328","7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","Nucleic Acid Processing (21 instances)",NA,NA,NA,NA,NA,NA
"329","7-dehydroporiferasterol biosynthesis","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"330","8-Amino-7-oxononanoate Biosynthesis (4 instances)","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"331","8-amino-7-oxononanoate biosynthesis I","8-Amino-7-oxononanoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"332","8-amino-7-oxononanoate biosynthesis II","8-Amino-7-oxononanoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"333","8-amino-7-oxononanoate biosynthesis III","8-Amino-7-oxononanoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"334","8-amino-7-oxononanoate biosynthesis IV","8-Amino-7-oxononanoate Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"335","8-methylmenaquinone biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"336","8-O-methylated benzoxazinoid glucoside biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"337","8-O-methylfusarubin biosynthesis","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA,NA
"338","8-oxo-(d)GTP detoxification I","8-oxo-GTP and 8-oxo-dGTP Detoxification (2 instances)","Metabolic Clusters (69 instances)",NA,NA,NA,NA,NA
"339","8-oxo-(d)GTP detoxification II","8-oxo-GTP and 8-oxo-dGTP Detoxification (2 instances)","Metabolic Clusters (69 instances)",NA,NA,NA,NA,NA
"340","8-oxo-GTP and 8-oxo-dGTP Detoxification (2 instances)","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"341","9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)","Fatty Acid Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"342","9-decynoate biosynthesis","Fatty Acid Containing acetylenic bond Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"343","9-lipoxygenase and 9-allene oxide synthase pathway","Fatty Acid Derivative Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"344","9-lipoxygenase and 9-hydroperoxide lyase pathway","Fatty Acid Derivative Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"345","A-factor gamma-butyrolactone biosynthesis","gamma-butyrolactone biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"346","A series fagopyritols biosynthesis","Cyclitol Degradation (6 instances)","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA
"347","ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide","Protein Glycosylation (22 instances)","Protein Glycosylation (22 instances)","Protein Glycosylation (22 instances)",NA,NA,NA,NA
"348","ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide","Protein Glycosylation (22 instances)","Protein Glycosylation (22 instances)","Protein Glycosylation (22 instances)",NA,NA,NA,NA
"349","abietic acid biosynthesis","Resin Acid Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"350","abscisic acid biosynthesis","Abscisic Acid Biosynthesis (2 instances)","Abscisic Acid Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"351","Abscisic Acid Biosynthesis (2 instances)","Plant Hormone Biosynthesis (37 instances)","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA
"352","abscisic acid biosynthesis shunt","Abscisic Acid Biosynthesis (2 instances)","Abscisic Acid Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"353","Abscisic Acid Degradation (4 instances)","Plant Hormone Degradation (11 instances)","Sesquiterpenoid Degradation (5 instances)",NA,NA,NA,NA,NA
"354","abscisic acid degradation by glucosylation","Abscisic Acid Degradation (4 instances)","Abscisic Acid Degradation (4 instances)","Interconversions (22 instances)",NA,NA,NA,NA
"355","abscisic acid degradation to 7'-hydroxyabscisate","Abscisic Acid Degradation (4 instances)","Abscisic Acid Degradation (4 instances)",NA,NA,NA,NA,NA
"356","abscisic acid degradation to neophaseic acid","Abscisic Acid Degradation (4 instances)","Abscisic Acid Degradation (4 instances)",NA,NA,NA,NA,NA
"357","abscisic acid degradation to phaseic acid","Abscisic Acid Degradation (4 instances)","Abscisic Acid Degradation (4 instances)",NA,NA,NA,NA,NA
"358","Abscisic acid derivative Biosynthesis (0 instances)","Abscisic Acid Biosynthesis (2 instances)","Abscisic Acid Biosynthesis (2 instances)",NA,NA,NA,NA,NA
"359","Ac/N-end rule pathway","Metabolic Clusters (69 instances)","Protein Modification (41 instances)",NA,NA,NA,NA,NA
"360","acacetin biosynthesis","Flavone Biosynthesis (15 instances)",NA,NA,NA,NA,NA,NA
"361","Acetaldehyde Biosynthesis (2 instances)","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"362","acetaldehyde biosynthesis I","Acetaldehyde Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"363","acetaldehyde biosynthesis II","Acetaldehyde Biosynthesis (2 instances)","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"364","acetan biosynthesis","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)",NA,NA,NA,NA
