feature,Enzyme_name,Description,Pathway_ID,Pathway_Name,L2 (Superpathway)
K00088,guaB,IMP dehydrogenase [EC:1.1.1.205],ko00983,Drug metabolism - other enzymes,Xenobiotics Biodegradation and Metabolism
K00090,E1.1.1.215,gluconate 2-dehydrogenase [EC:1.1.1.215],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K00093,medh,methanol dehydrogenase [EC:1.1.1.244],ko00680,Methane metabolism,Energy Metabolism
K00094,"E1.1.1.251, gatD",galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251],ko00052,Galactose metabolism,Carbohydrate Metabolism
K00096,"araM, egsA",glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261],ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K00097,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262],ko00750,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins
K00099,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],ko00900,Terpenoid backbone biosynthesis,Metabolism of Terpenoids and Polyketides
K00100,E1.1.1.-,None,ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K00100,E1.1.1.-,None,ko00363,Bisphenol degradation,Xenobiotics Biodegradation and Metabolism
K00100,E1.1.1.-,None,ko00591,Linoleic acid metabolism,Lipid Metabolism
K00100,E1.1.1.-,None,ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K00100,E1.1.1.-,None,ko00650,Butanoate metabolism,Carbohydrate Metabolism
K00101,"E1.1.2.3, lldD",L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00102,"E1.1.2.4, dld",D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00103,GULO,L-gulonolactone oxidase [EC:1.1.3.8],ko00053,Ascorbate and aldarate metabolism,Carbohydrate Metabolism
K00104,glcD,glycolate oxidase [EC:1.1.3.15],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00105,E1.1.3.21,alpha-glycerophosphate oxidase [EC:1.1.3.21],ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K00106,XDH,xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],ko00230,Purine metabolism,Nucleotide Metabolism
K00106,XDH,xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],ko00232,Caffeine metabolism,Biosynthesis of Other Secondary Metabolites
K00106,XDH,xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],ko00983,Drug metabolism - other enzymes,Xenobiotics Biodegradation and Metabolism
K00106,XDH,xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2],ko04146,Peroxisome,Transport and Catabolism
K00108,"E1.1.99.1, betA, CHDH",choline dehydrogenase [EC:1.1.99.1],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K00109,E1.1.99.2,2-hydroxyglutarate dehydrogenase [EC:1.1.99.2],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K00111,"glpA, glpD",glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K00112,glpB,glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3],ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K00113,glpC,glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3],ko00564,Glycerophospholipid metabolism,Lipid Metabolism
K00114,exaA,alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00114,exaA,alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8],ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K00115,E1.1.5.9,glucose dehydrogenase (acceptor) [EC:1.1.5.9],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K00116,mqo,malate dehydrogenase (quinone) [EC:1.1.5.4],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K00116,mqo,malate dehydrogenase (quinone) [EC:1.1.5.4],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00116,mqo,malate dehydrogenase (quinone) [EC:1.1.5.4],ko01200,Carbon metabolism,#N/A
K00117,gcd,quinoprotein glucose dehydrogenase [EC:1.1.5.2],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K00119,E1.1.99.-,None,ko00440,Phosphonate and phosphinate metabolism,Metabolism of Other Amino Acids
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00071,Fatty acid degradation,Lipid Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00626,Naphthalene degradation,Xenobiotics Biodegradation and Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00680,Methane metabolism,Energy Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00830,Retinol metabolism,Metabolism of Cofactors and Vitamins
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00980,Metabolism of xenobiotics by cytochrome P450,Xenobiotics Biodegradation and Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko00982,Drug metabolism - cytochrome P450,Xenobiotics Biodegradation and Metabolism
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko01200,Carbon metabolism,#N/A
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko01220,Degradation of aromatic compounds,#N/A
K00121,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],ko05204,Chemical carcinogenesis,#N/A
K00122,FDH,formate dehydrogenase [EC:1.2.1.2],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00122,FDH,formate dehydrogenase [EC:1.2.1.2],ko00680,Methane metabolism,Energy Metabolism
K00122,FDH,formate dehydrogenase [EC:1.2.1.2],ko01200,Carbon metabolism,#N/A
K00123,"fdoG, fdfH",formate dehydrogenase major subunit [EC:1.2.1.2],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00123,"fdoG, fdfH",formate dehydrogenase major subunit [EC:1.2.1.2],ko00680,Methane metabolism,Energy Metabolism
K00123,"fdoG, fdfH",formate dehydrogenase major subunit [EC:1.2.1.2],ko01200,Carbon metabolism,#N/A
K00124,fdoH,formate dehydrogenase iron-sulfur subunit,ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00124,fdoH,formate dehydrogenase iron-sulfur subunit,ko00680,Methane metabolism,Energy Metabolism
K00124,fdoH,formate dehydrogenase iron-sulfur subunit,ko01200,Carbon metabolism,#N/A
K00125,E1.2.1.2B2,"formate dehydrogenase, beta subunit [EC:1.2.1.2]",ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00125,E1.2.1.2B2,"formate dehydrogenase, beta subunit [EC:1.2.1.2]",ko00680,Methane metabolism,Energy Metabolism
K00125,E1.2.1.2B2,"formate dehydrogenase, beta subunit [EC:1.2.1.2]",ko01200,Carbon metabolism,#N/A
K00126,fdsD,formate dehydrogenase subunit delta [EC:1.2.1.2],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00126,fdsD,formate dehydrogenase subunit delta [EC:1.2.1.2],ko00680,Methane metabolism,Energy Metabolism
K00126,fdsD,formate dehydrogenase subunit delta [EC:1.2.1.2],ko01200,Carbon metabolism,#N/A
K00127,fdoI,formate dehydrogenase subunit gamma,ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K00127,fdoI,formate dehydrogenase subunit gamma,ko00680,Methane metabolism,Energy Metabolism
K00127,fdoI,formate dehydrogenase subunit gamma,ko01200,Carbon metabolism,#N/A
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00053,Ascorbate and aldarate metabolism,Carbohydrate Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00071,Fatty acid degradation,Lipid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00310,Lysine degradation,Amino Acid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00340,Histidine metabolism,Amino Acid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00380,Tryptophan metabolism,Amino Acid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00410,beta-Alanine metabolism,Metabolism of Other Amino Acids
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00561,Glycerolipid metabolism,Lipid Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K00128,E1.2.1.3,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],ko00903,Limonene and pinene degradation,Metabolism of Terpenoids and Polyketides
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00340,Histidine metabolism,Amino Acid Metabolism
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00360,Phenylalanine metabolism,Amino Acid Metabolism
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00410,beta-Alanine metabolism,Metabolism of Other Amino Acids
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00980,Metabolism of xenobiotics by cytochrome P450,Xenobiotics Biodegradation and Metabolism
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko00982,Drug metabolism - cytochrome P450,Xenobiotics Biodegradation and Metabolism
K00129,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],ko05204,Chemical carcinogenesis,#N/A
K00130,"betB, gbsA",betaine-aldehyde dehydrogenase [EC:1.2.1.8],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K00131,gapN,glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00131,gapN,glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K00131,gapN,glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9],ko01200,Carbon metabolism,#N/A
K00132,E1.2.1.10,acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00132,E1.2.1.10,acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K00133,asd,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K00133,asd,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K00133,asd,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],ko00300,Lysine biosynthesis,Amino Acid Metabolism
K00133,asd,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K00133,asd,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],ko01230,Biosynthesis of amino acids,#N/A
K00134,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00134,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],ko00710,Carbon fixation in photosynthetic organisms,Energy Metabolism
K00134,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],ko01200,Carbon metabolism,#N/A
K00134,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],ko01230,Biosynthesis of amino acids,#N/A
K00134,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],ko04066,HIF-1 signaling pathway,#N/A
K00134,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],ko05010,Alzheimer's disease,Neurodegenerative Diseases
K00135,gabD,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],ko00250,"Alanine, aspartate and glutamate metabolism",Amino Acid Metabolism
K00135,gabD,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],ko00310,Lysine degradation,Amino Acid Metabolism
K00135,gabD,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K00135,gabD,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K00137,prr,aminobutyraldehyde dehydrogenase [EC:1.2.1.19],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K00137,prr,aminobutyraldehyde dehydrogenase [EC:1.2.1.19],ko00410,beta-Alanine metabolism,Metabolism of Other Amino Acids
K00138,aldB,aldehyde dehydrogenase [EC:1.2.1.-],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00138,aldB,aldehyde dehydrogenase [EC:1.2.1.-],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00139,ALDH5A1,succinate-semialdehyde dehydrogenase [EC:1.2.1.24],ko00250,"Alanine, aspartate and glutamate metabolism",Amino Acid Metabolism
K00139,ALDH5A1,succinate-semialdehyde dehydrogenase [EC:1.2.1.24],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K00140,"mmsA, iolA, ALDH6A1",malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K00140,"mmsA, iolA, ALDH6A1",malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],ko00410,beta-Alanine metabolism,Metabolism of Other Amino Acids
K00140,"mmsA, iolA, ALDH6A1",malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],ko00562,Inositol phosphate metabolism,Carbohydrate Metabolism
K00140,"mmsA, iolA, ALDH6A1",malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],ko00640,Propanoate metabolism,Carbohydrate Metabolism
K00140,"mmsA, iolA, ALDH6A1",malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],ko01200,Carbon metabolism,#N/A
K00141,xylC,benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],ko00622,Xylene degradation,Xenobiotics Biodegradation and Metabolism
K00141,xylC,benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],ko00623,Toluene degradation,Xenobiotics Biodegradation and Metabolism
K00141,xylC,benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K00141,xylC,benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],ko01220,Degradation of aromatic compounds,#N/A
K00145,argC,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K00145,argC,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K00145,argC,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],ko01230,Biosynthesis of amino acids,#N/A
K00146,feaB,phenylacetaldehyde dehydrogenase [EC:1.2.1.39],ko00360,Phenylalanine metabolism,Amino Acid Metabolism
K00146,feaB,phenylacetaldehyde dehydrogenase [EC:1.2.1.39],ko00643,Styrene degradation,Xenobiotics Biodegradation and Metabolism
K00147,proA,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K00147,proA,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],ko00332,Carbapenem biosynthesis,Biosynthesis of Other Secondary Metabolites
K00147,proA,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],ko01230,Biosynthesis of amino acids,#N/A
K00148,fdhA,glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],ko00625,Chloroalkane and chloroalkene degradation,Xenobiotics Biodegradation and Metabolism
K00148,fdhA,glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],ko00680,Methane metabolism,Energy Metabolism
K00148,fdhA,glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],ko01200,Carbon metabolism,#N/A
K00150,gap2,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00150,gap2,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],ko00710,Carbon fixation in photosynthetic organisms,Energy Metabolism
K00150,gap2,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],ko01200,Carbon metabolism,#N/A
K00150,gap2,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],ko01230,Biosynthesis of amino acids,#N/A
K00151,"hpaE, hpcC",5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K00151,"hpaE, hpcC",5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60],ko01220,Degradation of aromatic compounds,#N/A
K00152,nahF,salicylaldehyde dehydrogenase [EC:1.2.1.65],ko00626,Naphthalene degradation,Xenobiotics Biodegradation and Metabolism
K00152,nahF,salicylaldehyde dehydrogenase [EC:1.2.1.65],ko01220,Degradation of aromatic compounds,#N/A
K00155,E1.2.1.-,None,ko00281,Geraniol degradation,Metabolism of Terpenoids and Polyketides
K00155,E1.2.1.-,None,ko00626,Naphthalene degradation,Xenobiotics Biodegradation and Metabolism
K00155,E1.2.1.-,None,ko00903,Limonene and pinene degradation,Metabolism of Terpenoids and Polyketides
K00156,poxB,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00380,Tryptophan metabolism,Amino Acid Metabolism
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00750,Vitamin B6 metabolism,Metabolism of Cofactors and Vitamins
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00760,Nicotinate and nicotinamide metabolism,Metabolism of Cofactors and Vitamins
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00830,Retinol metabolism,Metabolism of Cofactors and Vitamins
K00157,AOX,aldehyde oxidase [EC:1.2.3.1],ko00982,Drug metabolism - cytochrome P450,Xenobiotics Biodegradation and Metabolism
K00158,"E1.2.3.3, poxL",pyruvate oxidase [EC:1.2.3.3],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00161,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00161,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K00161,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00161,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],ko01200,Carbon metabolism,#N/A
K00161,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],ko04066,HIF-1 signaling pathway,#N/A
K00161,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],ko05230,Central carbon metabolism in cancer,#N/A
K00162,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00162,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K00162,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K00162,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],ko01200,Carbon metabolism,#N/A
K00162,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],ko04066,HIF-1 signaling pathway,#N/A
K00162,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],ko05230,Central carbon metabolism in cancer,#N/A
K00163,aceE,pyruvate dehydrogenase E1 component [EC:1.2.4.1],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K00163,aceE,pyruvate dehydrogenase E1 component [EC:1.2.4.1],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
